index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey
162,269,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
163,270,bunker_bed,bed,2,bed,n02818832,bed.n.01
164,271,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
165,272,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
166,273,desk,desk,2,desk,n03179701,desk.n.01
167,274,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
168,275,curtain,curtain,2,curtain,n03151077,curtain.n.01
169,276,curtain,curtain,2,blinds,n03151077,curtain.n.01
170,277,chair,chair,2,chair,n03001627,chair.n.01
171,278,loudspeaker,music,2,otherprop,n03691459,loudspeaker.n.01
172,279,switch,switch,2,night_stand,n04372370,switch.n.01
173,280,switch,switch,2,picture,n04372370,switch.n.01
174,281,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
175,282,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
176,283,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
177,284,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
178,285,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
179,286,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
180,287,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
181,288,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
182,289,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
183,290,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
184,291,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
185,292,shoes_cabinet,shoes_cabinet,2,cabinet,n02933112,cabinet.n.01
186,293,shelving,shelving,2,shelves,n04190052,shelf.n.01
187,294,desk,desk,2,desk,n03179701,desk.n.01
188,295,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
189,311,stand,stand,2,night_stand,n04301000,stand.n.04
190,312,stand,stand,2,night_stand,n04301000,stand.n.04
191,313,clock,clock,2,otherprop,n03046257,clock.n.01
192,314,mirror,mirror,2,mirror,n03773035,mirror.n.01
193,315,stand,stand,2,night_stand,n04301000,stand.n.04
194,316,trash_can,trash_can,2,otherprop,n02946921,can.n.01
195,317,trash_can,trash_can,2,otherprop,n02946921,can.n.01
196,318,stand,stand,2,night_stand,n04301000,stand.n.04
197,319,books,books,2,books,n02870526,book.n.11
198,320,books,books,2,books,n02870526,book.n.11
199,321,sofa,sofa,2,sofa,n04256520,sofa.n.01
200,322,toy,toy,2,otherprop,n03964744,plaything.n.01
201,323,person,person,2,person,n05217688,person.n.02
202,324,person,person,2,person,n05217688,person.n.02
203,325,person,person,2,person,n05217688,person.n.02
204,326,door,door,2,door,n03221720,door.n.01
205,327,door,door,2,door,n03221720,door.n.01
206,328,partition,partition,1,otherstructure,n03894379,partition.n.01
207,329,partition,partition,1,otherstructure,n03894379,partition.n.01
208,330,partition,partition,1,otherstructure,n03894379,partition.n.01
209,331,door,door,2,door,n03221720,door.n.01
210,333,person,person,2,person,n05217688,person.n.02
211,334,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01
212,335,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
213,336,chair,chair,2,chair,n03001627,chair.n.01
214,337,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
215,338,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
216,339,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
217,340,chessboard,toy,2,otherprop,n03014317,chessboard.n.01
218,341,fish_tank,toy,2,otherprop,n02732072,aquarium.n.01
219,342,fishbowl,toy,2,otherprop,n03350204,fishbowl.n.02
220,343,kettle,kitchenware,2,otherprop,n03612814,kettle.n.01
221,344,kettle,kitchenware,2,otherprop,n03612814,kettle.n.01
222,345,playstation,toy,2,otherprop,n03964744,plaything.n.01
223,346,person,person,2,person,n05217688,person.n.02
224,347,armchair,chair,2,chair,n02738535,armchair.n.01
225,348,armchair,chair,2,chair,n02738535,armchair.n.01
226,349,armchair,chair,2,chair,n02738535,armchair.n.01
227,350,sofa,sofa,2,sofa,n04256520,sofa.n.01
228,351,armchair,chair,2,chair,n02738535,armchair.n.01
229,352,armchair,chair,2,chair,n02738535,armchair.n.01
230,353,toy,toy,2,otherprop,n03964744,plaything.n.01
231,354,headstone,headstone,2,otherprop,n03455488,gravestone.n.01
232,355,coffin,coffin,2,sofa,n03064758,coffin.n.01
233,356,toy,toy,2,otherprop,n03964744,plaything.n.01
234,357,toy,toy,2,otherprop,n03964744,plaything.n.01
235,358,toy,toy,2,otherprop,n03964744,plaything.n.01
236,359,toy,toy,2,otherprop,n03964744,plaything.n.01
237,360,sofa,sofa,2,otherprop,n04256520,sofa.n.01
238,361,garage_door,garage_door,2,door,-,-
239,362,decoration,decoration,2,otherprop,n03169390,decoration.n.01
240,363,motorcycle,vehicle,2,otherprop,n03790512,motorcycle.n.01
241,364,car,vehicle,2,otherprop,n02958343,car.n.01
242,365,column,column,1,wall,n03074380,column.n.06
243,366,column,column,1,wall,n03074380,column.n.06
244,367,column,column,1,wall,n03074380,column.n.06
245,368,fence,fence,2,door,n03327234,fence.n.01
246,369,fence,fence,2,door,n03327234,fence.n.01
247,370,fence,fence,2,door,n03327234,fence.n.01
248,371,fence,fence,2,door,n03327234,fence.n.01
249,372,fence,fence,2,door,n03327234,fence.n.01
250,373,fence,fence,2,door,n03327234,fence.n.01
251,374,fence,fence,2,door,n03327234,fence.n.01
252,375,fence,fence,2,door,n03327234,fence.n.01
253,376,fence,fence,2,door,n03327234,fence.n.01
254,377,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02
255,378,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02
256,379,fence,fence,2,door,n03327234,fence.n.01
257,380,sofa,sofa,2,sofa,n04256520,sofa.n.01
258,381,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02
259,382,sofa,sofa,2,sofa,n04256520,sofa.n.01
260,383,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
261,384,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
262,385,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
263,386,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
264,387,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
265,388,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
266,389,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
267,390,shelving,shelving,2,shelves,n04190052,shelf.n.01
268,391,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
269,392,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
270,393,shelving,shelving,2,shelves,n04190052,shelf.n.01
271,394,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02
272,395,trash_can,kitchenware,2,otherprop,n02946921,can.n.01
273,396,stand,stand,2,night_stand,n04301000,stand.n.04
274,397,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
275,398,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
276,399,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
277,40,dining_table,table,2,table,n04379243,table.n.02
278,403,double_bed,bed,2,bed,n03225988,double_bed.n.01
279,404,stand,stand,2,night_stand,n04301000,stand.n.04
280,405,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
281,406,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
282,407,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
283,408,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
284,409,chair,chair,2,chair,n03001627,chair.n.01
285,41,coffee_table,table,2,table,n03063968,coffee_table.n.01
286,410,basketball_hoop,recreation,2,otherprop,n02802215,basket.n.03
287,411,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03
288,412,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03
289,413,grill,grill,2,otherprop,n03459591,grill.n.02
290,414,chair,chair,2,chair,n03001627,chair.n.01
291,415,armchair,chair,2,chair,n02738535,armchair.n.01
292,416,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
293,417,desk,desk,2,desk,n03179701,desk.n.01
294,418,toilet,toilet,2,toilet,n04446276,toilet.n.01
295,419,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
296,42,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
297,420,sofa,sofa,2,sofa,n04256520,sofa.n.01
298,421,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
299,422,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
300,423,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
301,424,desk,desk,2,desk,n03179701,desk.n.01
302,425,armchair,chair,2,chair,n02738535,armchair.n.01
303,426,armchair,chair,2,chair,n02738535,armchair.n.01
304,427,armchair,chair,2,chair,n02738535,armchair.n.01
305,428,desk,desk,2,desk,n03179701,desk.n.01
306,429,chair,chair,2,chair,n03001627,chair.n.01
307,43,dryer,household_appliance,2,otherprop,n03251766,dryer.n.01
308,430,desk,desk,2,desk,n03179701,desk.n.01
309,431,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
310,432,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
311,433,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03
312,434,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
313,435,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
314,436,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
315,437,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
316,438,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
317,439,gym_equipment,gym_equipment,2,otherprop,n04285146,sports_equipment.n.01
318,44,household_appliance,household_appliance,2,otherprop,n03528263,home_appliance.n.01
319,440,shelving,shelving,2,shelves,n04190052,shelf.n.01
320,441,chair,chair,2,chair,n03001627,chair.n.01
321,442,dining_table,table,2,table,n04379243,table.n.02
322,443,toilet,toilet,2,toilet,n04446276,toilet.n.01
323,444,toilet,toilet,2,toilet,n04446276,toilet.n.01
324,445,shoes_cabinet,shoes_cabinet,2,cabinet,n02933112,cabinet.n.01
325,446,chair,chair,2,chair,n03001627,chair.n.01
326,447,sink,sink,2,sink,n04223580,sink.n.01
327,448,shelving,shelving,2,shelves,n04190052,shelf.n.01
328,449,armchair,chair,2,chair,n02738535,armchair.n.01
329,45,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
330,450,chair,chair,2,chair,n03001627,chair.n.01
331,451,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
332,452,dining_table,table,2,table,n04379243,table.n.02
333,453,toilet,toilet,2,toilet,n04446276,toilet.n.01
334,454,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
335,455,desk,desk,2,desk,n03179701,desk.n.01
336,456,shelving,shelving,2,shelves,n04190052,shelf.n.01
337,457,shelving,shelving,2,shelves,n04190052,shelf.n.01
338,458,shelving,shelving,2,shelves,n04190052,shelf.n.01
339,459,shelving,shelving,2,shelves,n04190052,shelf.n.01
340,46,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
341,460,toy,toy,2,otherprop,n03964744,plaything.n.01
342,461,toy,toy,2,otherprop,n03964744,plaything.n.01
343,462,toy,toy,2,otherprop,n03964744,plaything.n.01
344,463,plant,plant,2,otherprop,n00017222,plant.n.02
345,464,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
346,465,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
347,466,bench_chair,bench_chair,2,chair,n03001627,chair.n.01
348,467,chair,chair,2,chair,n03001627,chair.n.01
349,468,coffee_table,table,2,table,n03063968,coffee_table.n.01
350,469,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
351,470,coffee_table,table,2,table,n03063968,coffee_table.n.01
352,471,chair,chair,2,chair,n03001627,chair.n.01
353,472,coffee_table,table,2,table,n03063968,coffee_table.n.01
354,473,chair,chair,2,chair,n03001627,chair.n.01
355,474,table,table,2,chair,n04379243,table.n.02
356,475,bench_chair,bench_chair,2,chair,n03001627,chair.n.01
357,476,bench_chair,bench_chair,2,chair,n03001627,chair.n.01
358,477,desk,desk,2,desk,n03179701,desk.n.01
359,478,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
360,479,shoes_cabinet,shoes_cabinet,2,cabinet,n02933112,cabinet.n.01
361,480,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
362,481,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
363,482,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01
364,483,stand,stand,2,night_stand,n04301000,stand.n.04
365,484,workplace,workplace,2,desk,-,-
366,485,desk,desk,2,desk,n03179701,desk.n.01
367,486,desk,desk,2,desk,n03179701,desk.n.01
368,487,desk,desk,2,desk,n03179701,desk.n.01
369,488,stand,stand,2,night_stand,n04301000,stand.n.04
370,489,stand,stand,2,night_stand,n04301000,stand.n.04
371,490,stand,stand,2,night_stand,n04301000,stand.n.04
372,491,armchair,chair,2,chair,n02738535,armchair.n.01
373,492,shelving,shelving,2,shelves,n04190052,shelf.n.01
374,493,shelving,shelving,2,shelves,n04190052,shelf.n.01
375,494,desk,desk,2,desk,n03179701,desk.n.01
376,495,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
377,496,chair,chair,2,chair,n03001627,chair.n.01
378,497,partition,partition,1,otherstructure,n03894379,partition.n.01
379,498,partition,partition,1,otherstructure,n03894379,partition.n.01
380,499,towel_rack,bathroom_stuff,2,otherprop,n04459773,towel_rack.n.01
381,500,chair,chair,2,chair,n03001627,chair.n.01
382,501,chair,chair,2,chair,n03001627,chair.n.01
383,502,partition,partition,1,otherstructure,n03894379,partition.n.01
384,503,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
385,504,dining_table,table,2,table,n04379243,table.n.02
386,505,shelving,shelving,2,shelves,n04190052,shelf.n.01
387,506,desk,desk,2,desk,n03179701,desk.n.01
388,507,armchair,chair,2,chair,n02738535,armchair.n.01
389,508,shelving,shelving,2,shelves,n04190052,shelf.n.01
390,509,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
391,510,heater,heater,2,otherprop,n03508101,heater.n.01
392,511,armchair,chair,2,chair,n02738535,armchair.n.01
393,512,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
394,513,stand,stand,2,night_stand,n04301000,stand.n.04
395,514,desk,desk,2,desk,n03179701,desk.n.01
396,515,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
397,516,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
398,517,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
399,518,whiteboard,whiteboard,2,whiteboard,n03211616,display_panel.n.01
400,519,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01
401,520,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
402,521,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
403,522,piano,music,2,otherprop,n03928116,piano.n.01
404,523,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
405,524,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
406,525,dining_table,table,2,table,n04379243,table.n.02
407,526,hanger,hanger,2,cabinet,n03490884,hanger.n.02
408,527,hanger,hanger,2,cabinet,n03490884,hanger.n.02
409,528,kitchen_cabinet,kitchen_cabinet,2,refridgerator,n02933112,cabinet.n.01
410,529,vase,vase,2,otherprop,n04522168,vase.n.01
411,530,plates,kitchenware,2,otherprop,n03959485,plate.n.04
412,531,candle,candle,2,lamp,n02948072,candle.n.01
413,532,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
414,533,desk,desk,2,desk,n03179701,desk.n.01
415,534,stand,stand,2,night_stand,n04301000,stand.n.04
416,535,armchair,chair,2,chair,n02738535,armchair.n.01
417,536,utensil_holder,kitchenware,2,otherprop,n03525454,holder.n.01
